A._A._Attanasio
Abolqasem_Lahouti
A.B._Purani
Abraham_Abulafia
Abraham_Brumberg
Abraham_Cohen_(editor)
Abraham_Mitrie_Rihbany
Abraham_Shakespeare
Abraham_Verghese
Absalon_Pederssøn_Beyer
A._B._Spellman
Abu_Al-Asar_Hafeez_Jullundhri
Abul_Bashar
Abu_Nuwas
Abuzar_Aydamirov
A._B._Yehoshua
A._C._Baantjer
Ace_Atkins
A.C._Greene,_Jr._(author)
A._Charles_Muller
Acharya_Buddharakkhita
Acharya_Kuber_Nath_Rai
Acharya_Ramlochan_Saran
Acharya_Sarangdhar
Acharya_Shivpujan_Sahay
Achille_Campanile
Achille_Essebac
Achille_Maffre_de_Baugé
Achim_Freyer
Achim_Schwarze
Achmed_Khammas
Achy_Obejas
A.C._Kleinheider
Aco_Šopov
Ada_Albrecht
Adabel_Guerrero__ExcitanteEl_diluvio_que_viene__1
Ada_Jafri
Adalbert_Bezzenberger
Adalberto_Ortiz
Adalbert_Stifter
Adam_Aitken
Adam_Anderson_(economist)
Adam_Asnyk
Adam_Barr
Adam_Begley
Adam_Blackwood
Adam_Bock
Adam_Browne
Adam_Cesare
Adam_Chamberlain
Adam-Charles-Gustave_Desmazures
Adam_Christopher
Adam_Davies_(author)
Adam_de_la_Peña
Adam_Georgiev
Adam_Gollner
Adam_Gopnik
Adam_Grant
Adam_Hamdy
Adam_Hamilton_(pastor)
Adam_Hollanek
Adam_Horowitz
Adam_Jack_Aitken
Adam_James_Dalton
Adam_Johnson_(writer)
Adam_Karrillon
Adam_Kassen
Adam_Klein_(writer)
Adam_Kotsko
Adam_Kuckhoff
Adam_Langer
Adam_Lewis_Schroeder
Adam_Mansbach
Adam_Maxwell
Adam_McCune_(novelist)
Adam_McKay
Adam_Mickiewicz
Adam_Müller
Adam_Nevill
Adam_Niswander
Adam_Oehlenschläger
Adam_of_Ross
Adam_Radwanski
Adam_Rapp
Adam_Rex
Adam_Rittenberg
Adam_Roberts_(British_writer)
Adam_Robinson_(author)
Adam_Rutherford
Adam_Teuto
Adam_'Tex'_Davis
Adam_Thorpe
Adam_Ulam
Adam_Wawrosz
Adam_Ważyk
Adavi_Baapiraju
Addison_Peale_Russell__US-writer-stub__1
Addison_Wiggin
Adela_Blanche_Stewart
Adelaida_Avagyan
Adelaide_Crapsey
Adélaïde_Dufrénoy
Adelbert_von_Chamisso
Adèle_Geras
Adele_Megann
Adèle_Toussaint-Samson
Adele_Wiseman
Adeline_Knapp
Adeline_Pond_Adams
Adelino_Fontoura
Adel_Karasholi
Adelle_Davis
A._den_Doolaard
Aderemi_Adegbite
Adetokunbo_Lucas
Ádhamh_Cúisín
Ádhamh_Ó_Cuirnín
Adil_Mansuri
Adisa_Andwele
Adolf_Böttger
Adolf_Dygasiński
Adolf_Fierla
Adolfo_Bioy_Casares
Adolfo_Caminha
Adolfo_de_Carolis
Adolf_Uzarski
Adolphe_Chenevière
Adolph_Ernst_Kroeger
Adolphe_Stoeber
Adolph_Murie
Adriaan_van_Dis
Adriaen_Verwer
Adriana_Lisboa
Adrian_Butchart
Adrian_Caesar
Adrian_Cole_(writer)
Adrian_Cornelius_Langerwerf
Adrian_Dawson
Adrian_Flanagan
Adrian_Gilbert_(military_writer)
Adrian_Henri
Adrian_James_Martyn
Adrian_McKinty
Adriano_González_León
Adrian_Parr
Adrian_Păunescu
Adrian_Poynton
Adrian_Scott
Adrian_Spies
Adrian_Tchaikovsky
Adrian_Willaert
Adrien_Goetz
Adrienne_Kennedy
Adrienne_Monson
Adrienne_Rich
Adrien_Stoutenburg
A.D.Thompson
Adunis
Ad_van_Tiggelen
Aeba_Koson
A._Edward_Newton
A._E._Housman
Aesop
A._E._Stallings
A._E._van_Vogt
A._E._W._Mason
Afanasy_Fet
A.F._Cross
Afdhere_Jama
Afonso_Arinos
Afonso_Schmidt
Africanus_Horton
Afrizal_Malna
Afsar_Maudoodi
Agam_Wispi
Agata_Tuszyńska
Agatha_Christie
Agenore_Incrocci
Åge_Rønning
Age_&_Scarpelli
Agha_Bismil
Agha_Ibrahim_Akram
Agha_Shorish_Kashmiri
Aglaia_Kremezi
Agnar_Johannes_Barth
Agnes_Binagwaho
Agnes_Blannbekin
Agnes_Christine_Johnston
Agnes_Giberne
Agnes_Grainger_Stewart
Agnes_Hewes
Agnes_Maule_Machar
Agnes_Miegel
Agnes_Ravatn
Agnes_Sligh_Turnbull
Agnes_Strickland
Agneta_Horn
Agniya_Barto
Agnolo_di_Tura
Agosti_Xaho
A._G._Porta
Agripina_Samper_Agudelo
Agrippa_d'Aubigné
Agustin_Cueva
Agustín_Goiburú
Agustus_Montrose
A.G._Visser
Aharon_Appelfeld
Ahasuerus_Fromanteel
Ahlam_Mosteghanemi
Ahmad_Akbarpour
Ahmad_Ali_El_Zein
Ahmad_Bashir
Ahmad_Faraz
Ahmad_Fuadi
Ahmad_Javad
Ahmad_Kamyabi_Mask
Ahmad_Khani
Ahmad_Nadeem_Qasmi
Ahmadou_Kourouma
Ahmad_Rida
Ahmad_Shamloo
Ahmad_Tohari
Ahmed_Abdullah_Masdoosi
Ahmed_Alaidy
Ahmed_Al-Gubbanchi
Ahmed_Aref_El-Zein
Ahmed_Benchemsi
Ahmed_El_Esseily
Ahmed_Hussain,_Nawab_Sir_Amin_Jung_Bahadur
Ahmed_Ismail_Samatar
Ahmed_Khaled_Tawfik
Ahmed_Mohamed_Al-Hofi
Ahmed_Niyazi_Bey
Ahmed_Pervez
Ahmed_Sharif
Ahmed_Shawqi
Ahmed_Sofa
Ahmed_Tamjid_Aijazi
Ahmet_Abakay
Ahmet_Ağaoğlu
Ahmet_Emin_Atasoy
Ahmet_Hamdi_Tanpınar
Ahmet_Muhip_Dıranas
Ahmet_Şâhin
Ahmet_Selçuk_İlkan
Ahmet_Ümit
Ahn_Junghyo
Ahren_Warner
A._H._Salunkhe
Ahwan_Sebastian
A._I._Bezzerides
Aidan_Dunne
Aidan_Higgins
Aidan_Mathews
A._Igoni_Barrett
Ailbhe_Ní_Ghearbhuigh
Aileen_Fisher
Aileen_Mehle
Ailo_Gaup_(author)
Ailsa_Piper
Aimée_Sommerfelt
Aimé_Martin
Aino_Malmberg
Ai_(poet)
Ai_Qing
Airicka_Phoenix
Aisha_Diori
Aisha_Muharrar
Ai_Yazawa
Aizu_Yaichi
A._J._B._Johnston
A._J._Butcher
A._J._Cronin
A.J._Healy
Ajip_Rosidi
Ajit_Ninan
Ajjada_Adibhatla_Narayana_Dasu
A._J._M._Smith
A._J._Quinnell
Aju_Gossain
Akaki_Tsereteli
Aka_Morchiladze
Akarigbo_of_Remo
Akbar_Agha
Akbar_Allahabadi
Åke_Edwardson
Akhlaq_Mohammed_Khan
Akhtar_Sheerani
Akhteruzzaman_Elias
Akhudiat
Akif_Pirinçci
Akihiro_Kitada
Akiko_Yosano
Akilan
Akil_Marshall
Akimitsu_Takagi
Akin_Düzakin
Akinobu_Uraka
Akinpelu_Obisesan
Akio_Nakamori
Akira_Hori
Akira_Kuroda
Akira_Yamada
Akira_Yoshimura
Aki_Shimazaki
Akiyuki_Nosaka
Akkitham_Achuthan_Namboothiri
Akram_Aylisli
Akshay_Chandra_Sharma
Akshay_Kumar_Sen
Alaa_Al_Aswany
Alaettin_Tahir
Alafair_Burke
Alai_(author)
Alain_Absire
Alain_Bergeron
Alain_Chedanne
Alain_Daniélou
Alain_de_Botton
Alain_Elkann
Alain-Fournier
Alain_Grandbois
Alain_Jouffroy
Alain_LeRoy_Locke
Alain-René_Lesage
Alain_Soral
Alain_Tasso
Al_Alvarez
Alan_Abelson
Alan_Ansen
Alan_Axelrod
Alan_Ayckbourn
Alan_Balatine
Alan_Bamberger
Alan_Barth
Alan_Baxter_(author)
Alan_Bissett
Alan_B._McElroy
Alan_Booth
Alan_Bradley_(writer)
Alan_Burns_(author)
Alan_Burridge_(writer)
Alan_Campbell_(writer)
Alan_C._Carey
Alan_Cheuse
Alan_Clarke
Alan_Cochrane
Alan_Coleman
Alan_Dean_Foster
Alan_Di_Fiore
Alan_Dowty
Alan_Duff
Alan_Edward_Mulgan
Alan_E._Nourse
Alan_Epstein
Alan_Fenton
Alan_Garner
Alan_Glynn
Alan_Gold_(author)
Alan_Gratz
Alan_Haig-Brown
Alan_Halsey
Alan_Hollinghurst
Alan_Jowett
Alan_Judd
Alan_Kohler
Alan_Lawrence_Sitomer
Alan_MacDonald_(writer)
Alan_Manly
Alan_M._Clark
Alan_Melville_(writer)
Alan_M._Kent
Alan_Monaghan
Alan_Moore
Alan_Noel_Latimer_Munby
Alan_Oakley__Australia-writer-stub__1
Alan_Oliver
Alan_Parker_(author)
Alan_Pauls
Alan_Pizzarelli
Alan_Plater
Alan_Ranta
Alan_Riach
Alan_Rook
Alan_Sharp
Alan_Sheridan
Alan_Sillitoe
Alan_Stuart_Paterson
Alan_Warner
Alan_Watt_(author)
Alan_Wearne
Alan_Whicker
Alan_White_(novelist)
Alan_Williams_(novelist)
Alan_Wong__US-nonfiction-writer-stub__1
Alan_Yang
Alan_Zweibel
Alasdair_Gray
Alastair_Reid
Alastair_Reynolds
Alaviyya_Babayeva
A._Lawrence_Vaincourt
Alaya_Dawn_Johnson
Alba_Bouwer
Alba_Calderón
Albert_Alberts
Albert_B._Reagan
Albert_Butz
Albert_Chavannes
Albert_Christopher_Addison
Albert_Cossery
Albert_Falvey_Webster
Albert_Flynn_DeSilver
Albert_Ghica
Albert_Guinon
Albert_Hague
Albert_Henrik_Mohn
Alberthiene_Endah
Albert_Huffstickler
Albert_Kivikas
Albert_Knapp
Albert_Mannheimer
Albert_Nofi
Alberto_Acereda
Alberto_Arbasino
Alberto_Arvelo_Torrealba
Alberto_Barrera_Tyszka
Alberto_de_Angelis
Alberto_de_Lacerda
Alberto_de_Oliveira
Alberto_dos_Santos_Franco
Alberto_Masferrer
Alberto_Methol_Ferré
Alberto_Moravia
Alberto_Staykov
Alberto_Valdivia_Baselli
Alberto_Vázquez-Figueroa
Albert_Patin_de_La_Fizelière
Albert_Robida
Albert_Russo
Albert_Sánchez_Piñol
Albert_Santoli
Albert_Soboul
Albert_Tam
Albert_Thibaudet
Albert_Whiggs_Easmon
Albigence_Waldo_Putnam
Albrecht_Behmel
Albrecht_Fölsing
Albrecht_Rodenbach
Albrecht_Wellmer
Album_(magazine)
Al_Burt
Alcinous_Burton_Jamison
Alcione_Sortica
Al_Dempsey
Alden_Nowlan
Alden_R._Hatch
Aldo_Busi
Aldo_Leopold
Aldo_Palazzeschi
Aldous_Huxley
Alec_Butler
Alec_John_Dawson
Alec_Sokolow
Alecu_Donici
A._Lee_Martinez
Aleen_Leslie
Alejandrina_Benítez_de_Gautier
Alejandro_Agostinelli
Alejandro_Carrión
Alejandro_Dolina
Alejandro_Morales
Alejandro_Rozitchner
Alejandro_Tapia_y_Rivera
Alejandro_Zambra
Alejo_Carpentier
Aleko_Konstantinov
Aleksandar_Đuričić
Aleksandar_Hemon
Aleksandar_Prokopiev
Aleksandar_Stamatović
Aleksander_Chodźko
Aleksander_Fredro
Aleksandër_Stavre_Drenova
Aleksander_Zorn
Aleksandr_Bushkov
Aleksandr_Kuprin
Aleksandrs_Čaks
Aleksandr_Solzhenitsyn
Aleksandr_Sukhovo-Kobylin
Aleksandr_Tvardovsky
Aleksandr_Vinogradov_(writer)
Aleksa_Šantić
Aleksei_Bibik
Aleksey_Apukhtin
Aleksey_Chapygin
Aleksey_Konstantinovich_Tolstoy
Aleksey_Merzlyakov
Aleksey_Nikolayevich_Tolstoy
Aleksey_Pisemsky
Aleksey_Pleshcheyev
Aleksey_Zhemchuzhnikov
Alenka_Goljevšček
Alenka_Puhar
Alenka_Rebula_Tuta
Alen_Pol_Kobryn
Aleš_Berger
Aleš_Čar
Aleš_Debeljak
Ales_Prudnikau
Alessandra_Rovati
Alessandro_Barbero
Alessandro_Defilippi
Alessandro_Girolamo_Sozzini
Alessandro_Lionardi
Alessandro_Manzoni
Alessandro_Piperno
Alessandro_Verri
Aleš_Šteger
Alethea_Kontis
Alexander_Aaronsohn
Alexander_Ablesimov
Alexander_Abusch
Alexander_Afanasyev
Alexander_Afinogenov
Alexander_Alexandrovich_Fadeyev
Alexander_Amfiteatrov
Alexander_Baron
Alexander_Bathgate
Alexander_Bek
Alexander_Belyayev
Alexander_Bestuzhev
Alexander_Brome
Alexander_Chalmers
Alexander_Chee
Alexander_Chekhov
Alexander_C._Irvine
Alexander_Cordell
Alexander_Crawford_Lamb
Alexander_Crutchfield
Alexander_Don
Alexander_Drummond_(consul)
Alexander_Druzhinin
Alexander_Dukhnovich
Alexander_Dulov
Alexander_Dyukov_(historian)
Alexander_Ertel
Alexander_Esenin-Volpin
Alexander_Faulkner_Shand
Alexander_Frater
Alexander_Gault_MacGowan
Alexander_Goldstein_(writer)
Alexander_Gordon_(journalist)
Alexander_Gordon_Smith
Alexander_Görlach
Alexander_Grin
Alexander_Hall
Alexander_Harris_(writer)
Alexander_Horin
Alexander_Hume
Alexander_Isaakovich_Gelman
Alexander_Jablokov
Alexander_Kanengoni
Alexander_Karasyov
Alexander_Kaufmann
Alexander_Kazantsev
Alexander_Keith_McClung
Alexander_Kielland
Alexander_King_(author)
Alexander_Knox_(1757–1831)
Alexander_Laurence
Alexander_Lernet-Holenia
Alexander_Levitov
Alexander_MacLeod_(writer)
Alexander_Masters
Alexander_Mazin
Alexander_McCall_Smith
Alexander_McMinn
Alexander_Melentyevich_Volkov
Alexander_Moszkowski
Alexander_M._Phillips
Alexander_Neverov
Alexander_Odoevsky
Alexander_of_Villedieu
Alexander_Ostrovsky
Alexander_Polezhayev
Alexander_Pope
Alexander_Posey
Alexander_Pushkin
Alexander_Radishchev
Alexander_Radó
Alexander_Reid_(playwright)
Alexander_Robertson_MacEwen
Alexander_Ross_(writer)
Alexander_Rüstow_(soldier)
Alexander_Serafimovich
Alexander_Skabichevsky
Alexander_Stepanovich_Yakovlev
Alexander_Tarasov-Rodionov
Alexander_Taylor_Innes
Alexander_Tubelsky
Alexander_Turgenev
Alexander_Vampilov
Alexander_Veltman
Alexander_Voeykov
Alexander_Whisker
Alexander_Woollcott
Alexander_Yashin
Alexander_Zorich
Alexandra_Bracken
Alexandra_Cunningham
Alexandra_Fuller
Alexandra_Hawkins
Alexandra_Ivy
Alexandra_Milton
Alexandra_Motschmann
Alexandra_Sellers
Alexandra_Sviridova
Alexandra_Zapruder
Alexandre_Beljame
Alexandre_Dumas
Alexandre_Herculano
Alexandre_Jardin
Alexandre_Mercereau
Alexandre-Vincent_Pineux_Duval
Alexandros_Rizos_Rangavis
Alexandru_Bogdan-Pitești
Alexandru_Hrisoverghi
Alexandru_Macedonski
Alexandru_Robot
Alexandru_Toma
Alex_Barclay
Alex_Beam
Alex_Beckstead
Alex_Berenson
Alex_Bledsoe
Alex_Boulanger
Alex_Constantine
Alexei_Mateevici
Alexei_Maxim_Russell
Alexei_Potekhin
Alexei_Rudeanu
Alexei_Sholokhov
Alexei_Viktorovich_Ivanov
Alexey_Novikov-Priboy
Alex_Finlayson
Alex_Grant_(poet)
Alex_Gray_(author)
Alex_Haley
Alexios_Schandermani
Alexis_Conran__UK-writer-stub__1
Alexis_Jenni
Alexis_Lichine
Alexis_Nour
Alexis_Panselinos
Alexis_Wright
Alex_Kershaw
Alex_Marshall_(journalist)
Alex_Massie_(journalist)
Alex_Miller_(writer)
Alex_Randolph
Alex_Sánchez_(author)
Alex_Scarrow
Alex_Shearer
Alexs_Pate
Alex_Tizon
Alex_T._Smith
Alex_von_Tunzelmann
Alf_Collett
Alf_Harbitz
Alf_Hildrum
Alfian_Sa'at
Alf_Larsen
Alfonsina_Storni
Alfons_Maniura
Alfonso_Calderón
Alfonso_Daniel_Rodríguez_Castelao
Alfonso_Gatto
Alfonso_Gumucio_Dagron
Alfonso_Gumucio_Reyes
Alfonso_Rodríguez_(director)
Alfonso_Rumazo_González
Alfonso_Vallejo
Alf_Prøysen
Alfred_Ainger
Alfred_Amory_George
Alfred_Augustus_Grace
Alfred_Austin
Alfred_Bailey
Alfred_Beesley
Alfred_Bester
Alfred_Bloom_(Buddhist)
Alfred_Corn
Alfred_Döblin
Alfred_Elwes
Alfred_E._Stone
Alfred_Farag
Alfred_George_Horton
Alfred_H._Bill
Alfred_Hedenstierna
Alfred_Jarry
Alfred_Kurella__Germany-writer-stub__1
Alfred_Lichtenstein_(writer)
Alfred,_Lord_Tennyson
Alfred_Machin_(writer)
Alfred_Masson-Forestier
Alfred_Meissner
Alfred_Neobard_Palmer
Alfred_Neumann_(writer)
Alfred_Noyes
Alfred_Nutt
Alfredo_Bracchi
Alfredo_Bryce
Alfredo_Co
Alfredo_d'Escragnolle_Taunay,_Viscount_of_Taunay
Alfred_of_Malmesbury
Alfredo_Gangotena
Alfredo_Iriarte
Alfredo_Oriani
Alfredo_Panzini
Alfredo_Pareja_Diezcanseco
Alfredo_Rouillon
Alfredo_Seiferheld
Alfred_Philpott
Alfred_Richard_Allinson
Alfred_Richard_Barclay__NewZealand-writer-stub__1
Alfred_Silver
Alfred_Slote
Alfred_T._Renfro
Alfred_Vallette
Alfred_Wainwright
Alfred_Williams_(poet)
Alfred_Yuson
Alf_Reidar_Jacobsen
Alf_van_der_Hagen
Algernon_Blackwood
Algernon_Charles_Swinburne
Algis_Budrys
Algol__The_constellation_Perseus_and_Algol,_the_Bright_St__1
Alhaji_Alieu_Ebrima_Cham_Joof
Ali_A._Abdi
Aliagha_Vahid
Ali-Akbar_Dehkhoda
Aliaksei_Karpiuk
Ali_Al-Wardi
Ali_Ashraf_Darvishian
Alice_Albinia
Alice_Annie_Kenny
Alice_B._Neal
Alice_Borchardt
Alice_Cherki
Alice_Chetwynd_Ley
Alice_Dalgliesh
Alice_Dalsheimer
Alice_Dayrell_Caldeira_Brant
Alice_de_Chambrier
Alice_Dinnean
Alice_Dudeney
Alice_E._Gillington
Alice_French
Alice_Fulton
Alice_Geer_Kelsey
Alice_Goodman
Alice_Harriman
Alice_Hoffman
Alice_Kuipers
Alice-Leone_Moats
Alice_Low
Alice_Mary_Longfellow
Alice_Masak_French
Alice_McDermott
Alice_Munro
Alice_Nutter_(writer)
Alice_Perrers
Alice_Priestley
Alice_Pung
Alice_Randall
Alice_Rollit_Coe
Alice_Sebold
Alice_Walker
Alice_Werner
Alice_Zorn
Alicia_Bay_Laurel
Alicia_Erian
Alicia_LeFanu
Alicia_Ostriker
Alicia_Ramsey
Alicia_Sheridan_LeFanu
Alicia_Yánez_Cossío
Ali_Dino
Aliette_de_Bodard
Ali_Jimale_Ahmed
Alikhan_Bokeikhanov
Aliki_Brandenberg
Ali_Liebegott
Alim-Louis_Benabid
Ali_Moeen
Ali_Mohammad_Afghani
Ali_Mojuz
Ali_Mustafayev
Alina_Bronsky
Ali_Nazem
Aline_Brosh_McKenna
Aline_Valangin
Ali_Podrimja
Ali_Roz
Alisa_Ganieva
Alisa_Kwitney__US-writer-stub__1
Alisa_Palmer
Alisa_Valdes
Ali-Shir_Nava'i
Ali_Smith
Alison_Baird
Alison_Bechdel
Alison_Croggon
Alison_Dolling
Alison_Edith_Hilda_Drummond
Alison_Goodman
Alison_Gordon
Alison_Joseph
Alison_Lester
Alison_McGhee
Alison_Pace
Alison_Tyler
Alison_Wearing
Alison_Weir
Ali_Sparkes
Alissa_York
Alistair_Campbell_(poet)
Alistair_MacLeod
Alistair_Paterson
Alix_Bancourt
Alix_Bosco
Alix_Kates_Shulman
Alix_Lambert
Alix_Ohlin
A._L._Kennedy
Allan_Bérubé
Allan_Cameron_(author)
Allan_Carpenter
Allan_Casey
Allan_Cole
Allan_Frewin_Jones
Allan_Gilliland
Allan_Hawkey
Allan_Kolski_Horwitz
Allan_Loeb
Allan_MacKinnon
Allan_Manings
Allan_Prior
Allan_Ramsay_(poet)
Allan_Scott_(American_screenwriter)
Allan_Sealy
Allan_Weisbecker
Allan_Woodrow_(author)
Allan_Zullo
Allegra_Goodman
Allegra_Huston
Allen_Adler
Allen_Barnett_(writer)
Allen_Carr
Allen_Crawford
Allen_Fisher__UK-poet-stub__1
Allen_French
Allen_Ginsberg
Allen_Klein_(author)
Allen_Kurzweil
Allen_M._Hornblum
Allen_Sangree
Allen_Steele
Allen_Tate
Allen_Varney
Allen_Young_(writer)
Allen_Zadoff
Allie_Bates
Allison_Brennan
Allison_Burnett
Allison_Cameron_(composer)
Allison_Davis
Allison_DuBois
Allison_Pataki
Ally_Carter
Alma_Alexander
Alma_De_Groen
Alma_Denny
Al_Mahmud
Al-Maqrizi
Alma_Routsong
A._L._McCann
Almeida_Garrett
Alois_Hotschnig
Alois_Jirásek
Alojz_Gradnik
Alojz_Ihan
Alojz_Rebula
Alok_Mehta
Alona_Frankel
Alonso_Mayo
Alonzo_Delano
Aloys_Blumauer
Al_Perkins_(children's_author)
Alphie_McCourt
Alphonse_Alkan
Alphonse_Daudet
Alphonse_de_Châteaubriant
Alphonse_de_Lamartine
Alphonse_Olterdissen
Alphonse_Rabbe
Alphonse_Toussenel
Alphonsus_de_Guimaraens
Al_Robles
A._L._Rowse
Al_Sarrantonio
Al_Schwartz_(writer)
Al-ssadiq_Al-raddi
Altaf_Fatima
Altaf_Shaikh
Altaf_Tyrewala
Alter_Esselin
Al._T._Stamatiad
Aluísio_Azevedo
Alun_Richards
Alun_Williams
Alurista
Alvarenga_Peixoto
Alvaro_Bermejo
Álvaro_Cunqueiro
Álvaro_de_Campos
Álvaro_Enrigue
Álvaro_Mutis
Alvilde_Prydz
Alvin_M._Fountain
Alvin_Pang
Alvin_Tresselt
Al_Weisel
Aly_Monroe
Alyn_Shipton
Alyson_Noël
Alyssa_Pierce
Ama_Ata_Aidoo
Amado_Nervo
Amalie_Skram
Amalie_Winter
Amanda_Auchter
Amanda_Browning
Amanda_Brunker
Amanda_Filipacchi
Amanda_Havard
Amanda_Hocking
Amanda_Hooton
Amanda_Lohrey
Amanda_Marcotte
Amanda_McKittrick_Ros
Amanda_Petrusich
Amanda_Stewart
Aman_Sethi
Amaresh_Misra
Amar_Goswami
Amar_Nath_Kak
Ambarish_Srivastava
Amber_Dawn
Ambika_Charan_Choudhury
Ambrose_Bebb
Ambrose_Bierce
A._M._Dellamonica
Amedeo_Benedetti_(writer)
Ameen_Rihani
Ameer_Idreis
Amelia_Atwater-Rhodes
Amelia_Ellis
Amelia_Frances_Howard-Gibbon
Amelia_Reynolds_Long
Amelia_Rosselli
Amelie_Fried
Amélie_Nothomb
Amélie_Sarn
Americus_Dotter
A._Merritt
A._M._Homes
Amil_Niazi
Amina_Shah
Aminata_Sow_Fall
Aminatta_Forna
Amin_Maalouf
Amir_Butler
Amir_Hamzah
Amiri_Baraka
Amir_Meenai
Amish_Tripathi
Amitav_Ghosh
Amit_Rai
Amity_Gaige
Amiya_Bhushan_Majumdar
Amjad_Adaileh
Amjad_Hyderabadi
Amjad_Jaimoukha
A._M._Klein
Amlan_Das_Gupta
Ammon_Shea
A_M_Muhammed
Amole_Gupte
Amol_Redij
Amos_Bar
Amos_Luzzatto
Amos_Oz
Amos_Rapoport
Amrita_Pritam
Amrit_Bhushan_Dev_Adhikari
Amrit_Rai
Amr_Sobhy
Amulya_Barua
Amvrosii_Metlynsky
A._M._W._Stirling
Amy_Alkon
Amyas_Northcote
Amy_B._Jordan_(media_investigator)
Amy_Bourret
Amy_Cripps_Vernon
Amy_Dillwyn
Amy_Hempel
Amy_Hennig
Amy_Holden_Jones
Amy_Krouse_Rosenthal
Amy_Lowell
Amy_N._Stewart
Amy_Reiley
Amy_Richards
Amy_Rosenthal
Amy_Sackville
Amy_Scobee
Amy_Shearn
Amy_Sterling_Casil
Amy_Tan
Amy_Taubin
Amy_Wallace
Amy_Welborn
Amy_Yamada
Anabela_Basalo
Anabel_Jensen
Anabheri_Prabhakar_Rao
Ana_Castillo
Ana_Fischel
Anaïs_Nin
Anakana_Schofield
Ana_Maria_Machado
Ananda_Chandra_Agarwala
Ananda_Chandra_Barua
Ananda_Ram_Baruah
Anandaram_Dhekial_Phukan
Anand_Giridharadas
Anand_Neelakantan
Anandshankar_Dhruv
Anand_(writer)
Ananías_Maidana
Ananta_Kandali
Ana_Rosa_Núñez
Anar_Rzayev
Ana_Siljak
Anastasiya_Verbitskaya
Ana_Tasić
Ana_Tena
Anatol_E._Baconsky
Anatole_Broyard
Anatole_France
Anatoly_Gunitsky
Anatoly_Kasheida
Anatoly_Kudryavitsky
Anatoly_Kuznetsov
Anatoly_Marienhof
Anatoly_Rybakov
Anatoly_Serep
Anbara_Salam_Khalidy
Anbumani_Ramadoss
Anders_Abraham_Grafström
Anders_Fager
Anders_Heger
Anders_Horn
Anders_Jacobsson_and_Sören_Olsson
Anders_Magnus
Anders_Sømme_Hammer
Anders_Stilloff
Andon_Zako_Çajupi
Andra_Medea
András_Domahidy
András_Fáy
Andrea_Ashworth
Andrea_Bajani
Andrea_Beck
Andrea_Berloff
Andrea_Cagan
André_Aciman
Andrea_D'Angelo
Andrea_Dunbar
Andrea_Goldsmith
Andrea_Hairston
Andrea_Hollander_Budy
Andrea_Jutson
Andrea_Kalin
Andrea_Kane
Andrea_Leone_Tottola
Andrea_Perego
Andrea_Phillips
Andrea_Saul
Andreas_Christoph_Graf
Andrea_Seigel
Andreas_Eriksen
Andreas_Eschbach
Andreas_Gryphius
Andreas_Hagen
Andreas_Hompland
Andreas_Horvath
Andreas_Huyssen
Andreas_Jynge
Andreas_Leigh_Aabel
Andreas_Mand
Andreas_Musalus
Andreas_of_Ratisbon
